Svalbard,02/29/2024 22:46:51,02/29/2024 22:49:20
Svalbard,03/01/2024 00:24:38,03/01/2024 00:26:59
Svalbard,03/01/2024 02:02:47,03/01/2024 02:04:46
Svalbard,03/01/2024 03:40:56,03/01/2024 03:43:23
Fairbanks,03/01/2024 03:51:03,03/01/2024 03:53:26
Fairbanks,03/01/2024 05:29:08,03/01/2024 05:29:44
Troll,03/01/2024 07:56:16,03/01/2024 07:57:42
Troll,03/01/2024 07:57:55,03/01/2024 07:58:03
Troll,03/01/2024 09:33:46,03/01/2024 09:35:11
Punta Arenas,03/01/2024 11:20:23,03/01/2024 11:21:12
Punta Arenas,03/01/2024 11:22:04,03/01/2024 11:22:05
Troll,03/01/2024 14:25:21,03/01/2024 14:26:13
Fairbanks,03/01/2024 15:10:30,03/01/2024 15:12:57
Svalbard,03/01/2024 17:00:03,03/01/2024 17:01:52
Svalbard,03/01/2024 18:38:25,03/01/2024 18:40:33
Svalbard,03/01/2024 20:16:38,03/01/2024 20:18:44
Punta Arenas,03/01/2024 20:55:01,03/01/2024 20:56:52
Svalbard,03/01/2024 21:54:15,03/01/2024 21:56:43
Svalbard,03/01/2024 23:31:55,03/01/2024 23:34:23
Svalbard,03/02/2024 01:09:55,03/02/2024 01:12:00
Svalbard,03/02/2024 02:47:57,03/02/2024 02:50:15
Svalbard,03/02/2024 04:26:52,03/02/2024 04:28:34
Fairbanks,03/02/2024 04:36:50,03/02/2024 04:38:28
Troll,03/02/2024 07:04:35,03/02/2024 07:04:57
Troll,03/02/2024 08:41:35,03/02/2024 08:42:29
Punta Arenas,03/02/2024 12:05:29,03/02/2024 12:06:14
Troll,03/02/2024 13:32:38,03/02/2024 13:34:02
Fairbanks,03/02/2024 14:17:46,03/02/2024 14:19:45
Troll,03/02/2024 15:10:07,03/02/2024 15:11:32
Svalbard,03/02/2024 17:45:16,03/02/2024 17:47:45
Svalbard,03/02/2024 19:23:53,03/02/2024 19:25:52
Svalbard,03/02/2024 21:01:39,03/02/2024 21:04:01
Punta Arenas,03/02/2024 21:40:32,03/02/2024 21:41:31
Svalbard,03/02/2024 22:39:18,03/02/2024 22:41:28
Svalbard,03/03/2024 00:17:03,03/03/2024 00:19:26
Svalbard,03/03/2024 01:55:11,03/03/2024 01:57:10
Svalbard,03/03/2024 03:33:17,03/03/2024 03:35:47
Fairbanks,03/03/2024 03:43:32,03/03/2024 03:45:42
Fairbanks,03/03/2024 05:21:35,03/03/2024 05:22:36
Troll,03/03/2024 07:49:01,03/03/2024 07:50:04
Troll,03/03/2024 09:26:08,03/03/2024 09:27:47
Punta Arenas,03/03/2024 11:12:51,03/03/2024 11:13:27
Troll,03/03/2024 14:17:53,03/03/2024 14:19:25
Fairbanks,03/03/2024 15:02:52,03/03/2024 15:05:21
Troll,03/03/2024 15:56:33,03/03/2024 15:56:50
Svalbard,03/03/2024 16:52:32,03/03/2024 16:54:05
Svalbard,03/03/2024 18:30:46,03/03/2024 18:33:07
Svalbard,03/03/2024 20:09:04,03/03/2024 20:11:09
Punta Arenas,03/03/2024 20:47:58,03/03/2024 20:48:53
Svalbard,03/03/2024 21:46:41,03/03/2024 21:49:09
Svalbard,03/03/2024 23:24:22,03/03/2024 23:26:50
Svalbard,03/04/2024 01:02:19,03/04/2024 01:04:27
Svalbard,03/04/2024 02:40:23,03/04/2024 02:42:36
Svalbard,03/04/2024 04:19:06,03/04/2024 04:21:02
Fairbanks,03/04/2024 04:28:59,03/04/2024 04:30:58
Troll,03/04/2024 08:33:51,03/04/2024 08:35:08
Punta Arenas,03/04/2024 11:57:33,03/04/2024 11:58:59
Troll,03/04/2024 13:25:16,03/04/2024 13:26:22
Fairbanks,03/04/2024 14:10:09,03/04/2024 14:12:13
Troll,03/04/2024 15:02:43,03/04/2024 15:03:49
Svalbard,03/04/2024 17:37:39,03/04/2024 17:40:06
Svalbard,03/04/2024 19:16:27,03/04/2024 19:18:08
Svalbard,03/04/2024 20:54:05,03/04/2024 20:56:26
Punta Arenas,03/04/2024 21:32:53,03/04/2024 21:34:00
Svalbard,03/04/2024 22:31:45,03/04/2024 22:33:20
Svalbard,03/05/2024 00:09:29,03/05/2024 00:11:53
Svalbard,03/05/2024 01:47:36,03/05/2024 01:49:35
Svalbard,03/05/2024 03:25:39,03/05/2024 03:28:10
Fairbanks,03/05/2024 03:36:05,03/05/2024 03:37:53
Fairbanks,03/05/2024 05:14:03,03/05/2024 05:15:37
Troll,03/05/2024 07:41:19,03/05/2024 07:42:23
Troll,03/05/2024 09:18:30,03/05/2024 09:20:21
Punta Arenas,03/05/2024 11:05:19,03/05/2024 11:06:05
Punta Arenas,03/05/2024 11:06:38,03/05/2024 11:06:42
Troll,03/05/2024 14:09:41,03/05/2024 14:11:51
Fairbanks,03/05/2024 14:55:16,03/05/2024 14:57:43
Troll,03/05/2024 15:47:47,03/05/2024 15:49:05
Svalbard,03/05/2024 16:45:03,03/05/2024 16:46:16
